LOC6623521	minus_peak_10308	11
LOC6636231	plus_peak_9790	523
LOC116652144	plus_peak_2705	467
LOC6634885	minus_peak_24337	264
LOC6628495	plus_peak_20837	387
LOC6625751	minus_peak_16399	122
LOC6631589	minus_peak_27317	1908
LOC6631793	plus_peak_27148	1433
LOC6627243	minus_peak_18584	206
LOC6633407	plus_peak_231	1
LOC6634504	minus_peak_2961	371
LOC6622331	minus_peak_13036	107
LOC6628426	minus_peak_21457	218
LOC6628634	plus_peak_22712	152
LOC6622911	plus_peak_13489	40
LOC6635645	plus_peak_23823	1719
LOC116650985	minus_peak_15915	1356
LOC6632287	minus_peak_8935	1085
LOC6630198	plus_peak_26214	50
LOC6628815	minus_peak_21904	166
LOC6626634	minus_peak_18076	296
LOC6627161	minus_peak_17482	36
LOC6625091	plus_peak_18273	707
LOC6626195	minus_peak_15297	9
LOC6629605	minus_peak_25104	491
LOC6632520	plus_peak_8578	1534
LOC6630399	plus_peak_25906	367
LOC6630095	minus_peak_1582	528
LOC6631535	minus_peak_2258	293
LOC6632156	minus_peak_28059	1746
LOC6630236	plus_peak_25313	19
LOC6626517	minus_peak_18964	208
LOC6632647	minus_peak_8569	634
LOC6622246	minus_peak_13725	13
LOC6633543	minus_peak_29491	1733
LOC6630426	plus_peak_1639	57
LOC6633235	plus_peak_6689	1539
LOC116652020	minus_peak_27413	737
LOC6633412	plus_peak_469	1251
LOC6634096	plus_peak_19474	212
LOC6628179	minus_peak_20758	315
LOC6632835	plus_peak_8283	2
LOC6622885	plus_peak_12503	9
LOC6624335	minus_peak_10434	886
LOC6625350	minus_peak_15519	1058
LOC6635246	plus_peak_4571	329
LOC6628656	minus_peak_20900	289
LOC6630540	minus_peak_25184	1052
LOC6633873	plus_peak_3584	907
LOC6628244	plus_peak_20743	352
LOC26531769	plus_peak_9416	1695
LOC6622608	minus_peak_10358	729
LOC6622205	plus_peak_13837	207
LOC6626359	minus_peak_15750	970
LOC6625810	plus_peak_16292	440
LOC6629020	plus_peak_23172	1793
LOC6631260	minus_peak_762	1806
LOC6634684	plus_peak_6611	1329
LOC6629676	minus_peak_1539	35
LOC6622319	minus_peak_12210	659
LOC6629463	minus_peak_1941	434
LOC6629008	minus_peak_20468	155
LOC6625992	plus_peak_17206	31
LOC6628104	plus_peak_21739	1237
LOC6623856	plus_peak_11016	82
LOC6632121	plus_peak_26809	75
LOC6634825	plus_peak_2932	836
LOC26530856	plus_peak_8589	1917
LOC6631486	minus_peak_27307	693
LOC6634214	plus_peak_19682	62
LOC116651730	minus_peak_22742	379
LOC6627974	minus_peak_21340	1077
LOC6636687	minus_peak_28170	735
LOC6633410	minus_peak_208	1931
LOC6633398	plus_peak_29462	686
LOC116651647	plus_peak_21244	1038
LOC6627823	minus_peak_20114	206
LOC6623303	minus_peak_11160	687
LOC6628073	plus_peak_20718	562
LOC6634905	minus_peak_24388	1863
LOC6625625	minus_peak_18738	3
LOC6634572	minus_peak_3067	582
LOC6636235	plus_peak_9906	760
LOC6627772	plus_peak_23366	956
LOC6636456	plus_peak_14971	1621
LOC6631662	plus_peak_2541	78
LOC6625662	plus_peak_15996	1746
LOC6629445	minus_peak_572	14
LOC6633941	minus_peak_19316	1893
LOC6633566	plus_peak_29170	1984
LOC6628616	plus_peak_20546	1614
LOC6633559	plus_peak_29383	785
LOC116650896	minus_peak_14434	1003
LOC6623496	minus_peak_13995	376
LOC6626901	plus_peak_15691	1488
LOC6636223	minus_peak_9657	339
LOC6628333	plus_peak_20353	1554
LOC6635220	minus_peak_24221	84
LOC6626089	plus_peak_18225	1634
LOC6634663	minus_peak_3210	646
LOC26531660	minus_peak_1468	691
LOC6622357	minus_peak_9540	124
LOC6631446	minus_peak_27812	990
LOC116650272	plus_peak_8096	1234
LOC6624400	plus_peak_9987	649
LOC26530960	plus_peak_24150	532
LOC6629809	minus_peak_24750	7
LOC6622480	plus_peak_13696	173
LOC6633329	minus_peak_4201	1247
LOC6635648	plus_peak_23821	856
LOC116651992	plus_peak_28846	751
LOC6629372	plus_peak_25578	1172
LOC116650495	plus_peak_9722	1609
LOC6622080	plus_peak_12615	36
LOC6636313	plus_peak_15023	1657
LOC6636427	plus_peak_15195	449
LOC6634154	minus_peak_19338	850
LOC116650709	minus_peak_11146	567
LOC6629273	plus_peak_5021	127
LOC6625158	minus_peak_16140	771
LOC116651956	plus_peak_25970	1905
LOC6630811	plus_peak_1039	579
LOC6622978	plus_peak_13480	58
LOC6622337	minus_peak_11283	162
LOC6624559	plus_peak_13162	1837
LOC6623510	plus_peak_11192	692
LOC6628339	plus_peak_22848	46
LOC6624243	minus_peak_12421	479
LOC6624814	minus_peak_16176	462
LOC116650262	minus_peak_7433	1932
LOC6633050	plus_peak_9036	581
LOC6636157	plus_peak_28689	647
LOC6632285	minus_peak_8933	176
LOC6623532	plus_peak_14021	444
LOC6627534	plus_peak_21154	639
LOC6626612	minus_peak_15410	494
LOC6626274	minus_peak_17066	4
LOC6636035	minus_peak_28789	176
LOC6631405	plus_peak_2347	1338
LOC6631943	minus_peak_2278	662
LOC6626877	minus_peak_18616	263
LOC116651901	minus_peak_2281	763
LOC6624407	plus_peak_12380	1104
LOC6634614	plus_peak_3111	195
LOC6625042	minus_peak_15210	13
LOC6623501	plus_peak_12927	600
