LOC5575185	minus_peak_134347	623
LOC5572041	plus_peak_80718	121
LOC5571140	minus_peak_82975	31
LOC5579463	plus_peak_99125	3035
LOC5572344	plus_peak_55512	183
LOC110678375	plus_peak_139809	3384
LOC5567299	plus_peak_153492	439
LOC110679167	minus_peak_167265	2333
LOC5570214	minus_peak_119105	173
LOC110676413	minus_peak_80702	558
LOC110674741	plus_peak_1729	500
LOC5567101	minus_peak_16637	2712
LOC110681076	plus_peak_184404	1120
LOC110681383	plus_peak_186080	3
LOC110674787	minus_peak_3353	2720
LOC5564270	plus_peak_134305	2048
LOC5564168	plus_peak_140609	3509
LOC5566742	plus_peak_141491	475
LOC110676351	minus_peak_77783	1662
LOC5575080	minus_peak_160882	329
LOC110680671	minus_peak_182363	760
LOC5571934	plus_peak_160566	2747
LOC110677751	minus_peak_118823	455
LOC5573191	plus_peak_110783	67
LOC5568137	minus_peak_65814	2929
LOC5576187	plus_peak_124586	3402
LOC5577711	minus_peak_66118	20
LOC5566219	plus_peak_55812	2468
LOC110676777	minus_peak_97106	3312
LOC5565788	plus_peak_68022	1046
LOC5576787	plus_peak_134470	3317
LOC5567843	minus_peak_122172	71
LOC110675988	plus_peak_64403	1192
LOC110676079	minus_peak_114693	3071
LOC5575983	plus_peak_318	224
LOC5575720	plus_peak_139573	792
LOC5578446	minus_peak_141823	297
LOC110674685	minus_peak_41817	1734
LOC5566288	plus_peak_53436	1493
LOC110680746	plus_peak_182638	1460
LOC5564988	plus_peak_9462	2728
LOC5577631	minus_peak_42477	1396
LOC5578999	minus_peak_6832	400
LOC5569135	plus_peak_179763	39
LOC5572669	plus_peak_88732	743
LOC110676007	minus_peak_64697	1049
LOC5567376	plus_peak_122702	1623
LOC110674855	minus_peak_5364	3428
LOC110676069	minus_peak_113393	39
LOC110679613	minus_peak_122747	785
LOC5565478	minus_peak_2975	3219
LOC5567195	minus_peak_135279	847
LOC5578117	minus_peak_171166	60
LOC110677882	plus_peak_121703	1693
LOC5577615	plus_peak_102177	2404
LOC110678045	plus_peak_124443	300
LOC5575620	minus_peak_79243	168
LOC5564417	minus_peak_23145	2322
LOC5570605	minus_peak_25353	2340
LOC5570388	minus_peak_55395	2293
LOC110679883	minus_peak_125234	2930
LOC23687778	minus_peak_82163	2659
LOC110675096	plus_peak_60037	1996
LOC5576179	minus_peak_64829	2932
LOC5573012	minus_peak_74953	1181
LOC110675313	minus_peak_64349	406
LOC5576096	minus_peak_136546	787
LOC110676782	plus_peak_97241	2029
LOC5574969	plus_peak_12982	73
LOC110677920	plus_peak_158465	105
LOC5568215	minus_peak_139481	2071
LOC5570091	minus_peak_53748	456
LOC110676358	minus_peak_46520	773
LOC5564448	plus_peak_62991	2087
LOC5567844	minus_peak_30827	2502
LOC110676808	plus_peak_45537	1075
LOC5572770	plus_peak_109410	677
LOC5566848	minus_peak_135219	105
LOC5571159	minus_peak_154510	1386
LOC5568080	plus_peak_116830	41
LOC110675698	plus_peak_12053	2224
LOC5565885	minus_peak_115568	671
LOC110679507	plus_peak_158060	209
LOC110679695	minus_peak_118078	2855
LOC5577649	plus_peak_42447	509
LOC5577473	plus_peak_75997	324
LOC5567711	minus_peak_79673	216
LOC5574380	minus_peak_81719	2952
LOC5578376	minus_peak_5992	574
LOC5566941	minus_peak_98628	558
LOC5578851	minus_peak_75747	750
LOC5573850	minus_peak_93456	1186
LOC5564192	minus_peak_97179	723
LOC23687536	plus_peak_130804	1
LOC5577027	plus_peak_149640	155
LOC5568826	plus_peak_93719	1004
LOC5563797	minus_peak_20416	1675
LOC110677268	plus_peak_58316	1508
LOC110674654	plus_peak_36773	3343
LOC5564804	plus_peak_66830	763
LOC110675209	minus_peak_100503	489
LOC5575855	minus_peak_107918	2057
LOC5565835	plus_peak_113530	215
LOC110678685	plus_peak_121542	487
LOC5571904	plus_peak_169919	183
LOC5573524	plus_peak_7524	163
LOC5573932	minus_peak_111198	1742
LOC110675760	plus_peak_58720	2243
LOC5569712	plus_peak_115862	423
LOC110677206	plus_peak_115925	3351
LOC110679629	minus_peak_142535	2877
LOC110675679	minus_peak_56981	613
LOC5573862	minus_peak_93389	293
LOC5570878	minus_peak_143461	26
LOC5572626	minus_peak_98125	166
LOC5579487	minus_peak_113670	1409
LOC5570701	minus_peak_15857	2006
LOC110677242	minus_peak_58020	1229
LOC110677233	plus_peak_19035	1458
LOC5574778	minus_peak_157942	84
LOC110677085	minus_peak_111592	2916
LOC110681431	plus_peak_186421	3159
LOC5564238	minus_peak_67851	2065
LOC5576697	plus_peak_124095	3329
LOC5565810	plus_peak_167746	546
LOC5566493	plus_peak_11706	668
LOC110675963	plus_peak_105044	1526
LOC5573375	plus_peak_29692	3036
LOC110676321	plus_peak_76812	626
LOC110676292	plus_peak_75353	2098
LOC110680210	plus_peak_180175	621
LOC5573688	minus_peak_66120	25
LOC5572617	minus_peak_98102	618
LOC5573765	plus_peak_56374	1219
LOC5577902	minus_peak_107045	294
LOC110675780	minus_peak_59242	2666
LOC5572757	minus_peak_62159	2536
LOC5565309	minus_peak_104203	25
LOC110676318	plus_peak_76731	3261
LOC5574758	minus_peak_11215	812
Trnag-acc_3	plus_peak_162592	2238
LOC5575136	minus_peak_64433	3452
LOC5568862	plus_peak_146848	133
LOC5578909	minus_peak_164976	821
LOC110674520	plus_peak_21874	2730
LOC5576134	plus_peak_44302	786
LOC5566885	minus_peak_135334	1884
LOC5576139	minus_peak_44277	2851
LOC110676860	minus_peak_100668	1684
Trnaa-ggc_3	plus_peak_32156	3080
LOC5563941	plus_peak_107981	1345
LOC5575396	plus_peak_123146	128
LOC110679362	plus_peak_173187	3524
LOC110681030	plus_peak_184153	1098
LOC5577710	plus_peak_66168	1306
LOC5574636	plus_peak_80474	230
LOC5572844	minus_peak_119417	566
LOC110679171	plus_peak_150244	261
LOC5579882	minus_peak_125868	2295
Trnas-gga	plus_peak_47	590
LOC110676490	plus_peak_82700	28
LOC5575114	plus_peak_120968	224
LOC5566624	plus_peak_155491	2228
LOC5570814	plus_peak_152571	3452
LOC5569694	minus_peak_14585	53
LOC5572918	plus_peak_86898	2494
LOC110679460	minus_peak_155472	1641
LOC110674686	minus_peak_42215	172
LOC5576177	minus_peak_69635	573
LOC110679029	minus_peak_148062	2768
LOC5569823	minus_peak_113874	1944
LOC5568292	plus_peak_58143	3030
LOC5566785	minus_peak_67164	2887
LOC5566056	minus_peak_170827	3520
LOC5565601	plus_peak_42025	23
LOC5566728	minus_peak_181822	601
LOC5578456	minus_peak_141447	3030
LOC5576316	minus_peak_177641	1785
LOC110674375	minus_peak_3720	2287
LOC110675406	plus_peak_49044	29
LOC5565761	plus_peak_89629	343
LOC110678396	minus_peak_140578	365
LOC5575704	plus_peak_73863	2896
LOC5577624	minus_peak_102607	1463
LOC5576097	plus_peak_136801	1122
LOC5570138	plus_peak_119912	18
LOC110679688	minus_peak_118245	1406
LOC5578936	minus_peak_35863	213
LOC5576415	minus_peak_56780	318
LOC5578710	minus_peak_4130	3022
LOC5567893	minus_peak_177468	66
LOC5573340	minus_peak_127527	3157
LOC110674461	minus_peak_14258	3026
LOC110674439	minus_peak_11396	129
LOC110676024	plus_peak_65569	981
LOC5574392	plus_peak_81706	380
LOC5571125	plus_peak_158250	392
