CLODIP_2_CD10824	minus_peak_31784	116
CLODIP_2_CD05368	plus_peak_77	43
CLODIP_2_CD07460	plus_peak_10171	876
CLODIP_2_CD06716	plus_peak_7704	128
CLODIP_2_CD00437	plus_peak_16637	739
CLODIP_2_CD00198	plus_peak_28638	246
CLODIP_2_CD05723	plus_peak_25325	829
CLODIP_2_CD15155	plus_peak_29516	751
CLODIP_2_CD13023	plus_peak_21054	1738
CLODIP_2_CD00615	minus_peak_26078	21
CLODIP_2_CD02636	plus_peak_13807	2009
CLODIP_2_CD08553	plus_peak_15557	520
CLODIP_2_CD09431	minus_peak_31543	10
CLODIP_2_CD14878	minus_peak_5144	1687
CLODIP_2_CD06937	minus_peak_6296	2404
CLODIP_2_CD03665	plus_peak_18525	3187
CLODIP_2_CD05457	plus_peak_26026	272
CLODIP_2_CD11851	plus_peak_27561	340
CLODIP_2_CD04889	minus_peak_22853	729
CLODIP_2_CD05026	plus_peak_4295	2710
CLODIP_2_CD04863	plus_peak_30867	814
CLODIP_2_CD11903	plus_peak_35359	828
CLODIP_2_CD03568	plus_peak_7297	180
CLODIP_2_CD00365	plus_peak_10568	43
CLODIP_2_CD06934	plus_peak_6104	203
CLODIP_2_CD04878	plus_peak_35716	728
CLODIP_2_CD04037	minus_peak_23062	304
CLODIP_2_CD07312	plus_peak_13127	240
CLODIP_2_CD07621	minus_peak_30478	2250
CLODIP_2_CD10234	minus_peak_25648	3330
CLODIP_2_CD14886	plus_peak_5151	944
CLODIP_2_CD14847	plus_peak_5392	348
CLODIP_2_CD02637	plus_peak_13754	2661
CLODIP_2_CD08016	minus_peak_1154	390
CLODIP_2_CD05145	plus_peak_367	462
CLODIP_2_CD01211	minus_peak_29164	579
CLODIP_2_CD04686	plus_peak_21186	570
CLODIP_2_CD02139	plus_peak_30802	52
CLODIP_2_CD00800	minus_peak_12673	167
CLODIP_2_CD07000	minus_peak_6221	379
CLODIP_2_CD06601	minus_peak_8809	179
CLODIP_2_CD08804	minus_peak_1680	487
CLODIP_2_CD14146	minus_peak_34815	2957
CLODIP_2_CD13086	minus_peak_22084	200
CLODIP_2_CD13053	plus_peak_21067	874
CLODIP_2_CD14321	plus_peak_4592	712
CLODIP_2_CD08993	minus_peak_2132	2197
CLODIP_2_CD04691	plus_peak_21175	1090
CLODIP_2_CD09654	minus_peak_27799	1019
CLODIP_2_CD02579	plus_peak_12906	886
CLODIP_2_CD14123	plus_peak_14125	369
CLODIP_2_CD07706	minus_peak_17133	903
CLODIP_2_CD00344	plus_peak_10632	285
CLODIP_2_CD04115	minus_peak_11694	2939
CLODIP_2_CD07696	minus_peak_17267	718
CLODIP_2_CD09468	plus_peak_25922	1244
CLODIP_2_CD05989	minus_peak_20316	62
CLODIP_2_CD10510	minus_peak_20192	3396
CLODIP_2_CD16244	minus_peak_8961	1336
CLODIP_2_CD08020	minus_peak_919	511
CLODIP_2_CD15246	minus_peak_30893	2691
CLODIP_2_CD06709	plus_peak_7799	1314
CLODIP_2_CD06275	plus_peak_17845	1485
CLODIP_2_CD00200	plus_peak_28639	2908
CLODIP_2_CD10918	plus_peak_17203	126
CLODIP_2_CD13359	plus_peak_9821	60
CLODIP_2_CD13358	plus_peak_10003	137
CLODIP_2_CD05286	plus_peak_278	215
CLODIP_2_CD06867	plus_peak_6126	3344
CLODIP_2_CD07981	plus_peak_1330	5
CLODIP_2_CD02769	plus_peak_31535	457
CLODIP_2_CD04698	plus_peak_21195	748
CLODIP_2_CD09223	plus_peak_7030	83
CLODIP_2_CD02908	minus_peak_21343	889
CLODIP_2_CD14093	plus_peak_14098	1337
CLODIP_2_CD06891	minus_peak_6467	1117
CLODIP_2_CD09350	plus_peak_25646	282
CLODIP_2_CD14747	minus_peak_16884	1557
CLODIP_2_CD10691	minus_peak_15086	446
CLODIP_2_CD01614	minus_peak_16646	1220
CLODIP_2_CD13249	plus_peak_18633	162
CLODIP_2_CD07464	plus_peak_10176	575
CLODIP_2_CD15863	minus_peak_3594	3188
CLODIP_2_CD14745	plus_peak_16463	3297
CLODIP_2_CD02260	minus_peak_5619	1090
CLODIP_2_CD09227	minus_peak_6900	2829
CLODIP_2_CD15083	minus_peak_25755	359
CLODIP_2_CD03579	minus_peak_7391	232
CLODIP_2_CD01061	minus_peak_29419	409
CLODIP_2_CD05010	plus_peak_4076	1777
CLODIP_2_CD03821	minus_peak_22288	2888
CLODIP_2_CD07697	minus_peak_17171	2301
CLODIP_2_CD12276	plus_peak_13550	3197
CLODIP_2_CD15937	minus_peak_9868	468
CLODIP_2_CD08908	minus_peak_1754	775
CLODIP_2_CD01344	plus_peak_24048	794
CLODIP_2_CD04692	minus_peak_21572	491
CLODIP_2_CD07790	plus_peak_862	2625
CLODIP_2_CD11912	plus_peak_35578	1470
CLODIP_2_CD16248	minus_peak_9078	197
CLODIP_2_CD14777	plus_peak_5324	859
CLODIP_2_CD12798	plus_peak_17552	629
CLODIP_2_CD04748	plus_peak_26373	1080
CLODIP_2_CD06581	minus_peak_8774	589
CLODIP_2_CD15915	plus_peak_9756	1349
CLODIP_2_CD14197	plus_peak_22293	51
CLODIP_2_CD15941	minus_peak_9870	3231
CLODIP_2_CD12254	minus_peak_35494	2454
CLODIP_2_CD11453	plus_peak_2750	368
CLODIP_2_CD14477	minus_peak_6735	1420
CLODIP_2_CD06068	plus_peak_23261	491
CLODIP_2_CD11046	minus_peak_30264	2546
CLODIP_2_CD15281	plus_peak_32776	297
CLODIP_2_CD10091	plus_peak_23427	79
CLODIP_2_CD08355	minus_peak_15858	456
CLODIP_2_CD04572	minus_peak_19603	612
CLODIP_2_CD11860	plus_peak_27590	194
CLODIP_2_CD06615	plus_peak_8702	215
CLODIP_2_CD13037	plus_peak_21060	488
CLODIP_2_CD09691	plus_peak_33790	1828
CLODIP_2_CD13901	minus_peak_28229	1556
CLODIP_2_CD11258	plus_peak_24937	245
CLODIP_2_CD03893	minus_peak_36059	1793
CLODIP_2_CD01280	minus_peak_31359	1842
CLODIP_2_CD13377	minus_peak_10218	781
CLODIP_2_CD08391	plus_peak_11637	1674
CLODIP_2_CD01926	plus_peak_17966	344
CLODIP_2_CD03543	minus_peak_7442	2029
CLODIP_2_CD02233	plus_peak_5623	33
CLODIP_2_CD01636	minus_peak_16615	1040
CLODIP_2_CD08250	plus_peak_15391	430
CLODIP_2_CD03525	plus_peak_7119	273
CLODIP_2_CD12765	plus_peak_23052	380
CLODIP_2_CD05931	plus_peak_15848	195
CLODIP_2_CD09210	minus_peak_7205	302
CLODIP_2_CD00373	plus_peak_34432	678
CLODIP_2_CD15122	minus_peak_21235	1134
CLODIP_2_CD04168	plus_peak_25915	975
CLODIP_2_CD01838	minus_peak_3804	1988
CLODIP_2_CD11365	plus_peak_3019	321
CLODIP_2_CD12926	minus_peak_21501	93
CLODIP_2_CD08722	minus_peak_1787	1663
CLODIP_2_CD02308	plus_peak_5625	156
CLODIP_2_CD04027	plus_peak_22727	100
CLODIP_2_CD04491	plus_peak_15041	1186
CLODIP_2_CD02163	plus_peak_5610	2467
CLODIP_2_CD03950	minus_peak_16780	67
CLODIP_2_CD14271	minus_peak_4742	1541
CLODIP_2_CD15919	plus_peak_9682	12
CLODIP_2_CD10540	minus_peak_32050	685
CLODIP_2_CD12416	plus_peak_7514	607
CLODIP_2_CD09283	minus_peak_7211	2952
CLODIP_2_CD04568	minus_peak_19616	601
CLODIP_2_CD00642	minus_peak_26065	569
CLODIP_2_CD07535	minus_peak_31250	407
CLODIP_2_CD14346	minus_peak_4631	48
CLODIP_2_CD00166	plus_peak_24335	426
CLODIP_2_CD14139	plus_peak_34740	2465
CLODIP_2_CD04483	plus_peak_14995	1082
CLODIP_2_CD12055	minus_peak_26446	1300
CLODIP_2_CD04744	plus_peak_26381	279
CLODIP_2_CD13214	plus_peak_18623	1210
CLODIP_2_CD12929	minus_peak_21468	1787
CLODIP_2_CD00855	plus_peak_12380	3329
CLODIP_2_CD11983	minus_peak_25885	2972
CLODIP_2_CD06943	minus_peak_6434	2047
CLODIP_2_CD06594	plus_peak_8716	370
CLODIP_2_CD04999	plus_peak_4361	1348
CLODIP_2_CD01734	plus_peak_3680	863
CLODIP_2_CD11815	minus_peak_11449	2502
CLODIP_2_CD16047	plus_peak_9646	422
CLODIP_2_CD10585	plus_peak_27274	2214
CLODIP_2_CD11315	minus_peak_19577	3312
CLODIP_2_CD07336	plus_peak_13163	2361
CLODIP_2_CD09800	plus_peak_36139	273
CLODIP_2_CD01766	plus_peak_3715	1346
CLODIP_2_CD16240	minus_peak_9083	405
CLODIP_2_CD15280	plus_peak_32783	722
CLODIP_2_CD14439	minus_peak_6573	200
CLODIP_2_CD10547	minus_peak_25473	489
CLODIP_2_CD01855	minus_peak_3783	610
CLODIP_2_CD05004	plus_peak_4308	185
CLODIP_2_CD00817	minus_peak_12635	1976
CLODIP_2_CD09743	minus_peak_30430	1568
CLODIP_2_CD10808	minus_peak_32743	2876
CLODIP_2_CD11874	plus_peak_27422	1217
CLODIP_2_CD08048	plus_peak_11804	1441
CLODIP_2_CD04884	plus_peak_33518	89
CLODIP_2_CD10507	plus_peak_19773	2391
CLODIP_2_CD01400	plus_peak_30622	85
CLODIP_2_CD13985	minus_peak_33709	1989
CLODIP_2_CD14353	minus_peak_4748	295
CLODIP_2_CD14836	minus_peak_5250	1661
CLODIP_2_CD01125	plus_peak_10709	159
CLODIP_2_CD02645	minus_peak_13989	3048
CLODIP_2_CD06966	minus_peak_6524	2295
CLODIP_2_CD13822	plus_peak_19681	2137
CLODIP_2_CD11517	plus_peak_23524	2753
CLODIP_2_CD13259	plus_peak_18682	552
CLODIP_2_CD14866	plus_peak_5362	1
CLODIP_2_CD08431	minus_peak_11927	3387
CLODIP_2_CD10602	minus_peak_27539	3236
CLODIP_2_CD04080	plus_peak_11472	1059
CLODIP_2_CD01621	plus_peak_16235	130
CLODIP_2_CD07221	plus_peak_12272	130
CLODIP_2_CD15468	minus_peak_4927	684
CLODIP_2_CD10212	minus_peak_34529	487
CLODIP_2_CD10643	plus_peak_14734	227
CLODIP_2_CD05905	minus_peak_16230	1159
CLODIP_2_CD14889	minus_peak_5399	97
CLODIP_2_CD01697	minus_peak_4077	213
CLODIP_2_CD07874	minus_peak_1606	3271
CLODIP_2_CD11349	minus_peak_2979	275
CLODIP_2_CD14365	minus_peak_4739	1027
CLODIP_2_CD04970	minus_peak_4396	130
CLODIP_2_CD08461	plus_peak_27126	983
CLODIP_2_CD11806	plus_peak_11236	2081
CLODIP_2_CD06368	minus_peak_33328	1996
CLODIP_2_CD12574	plus_peak_18189	750
CLODIP_2_CD09923	minus_peak_5995	1867
CLODIP_2_CD10479	minus_peak_25168	392
CLODIP_2_CD01187	plus_peak_10775	2709
CLODIP_2_CD15165	plus_peak_18832	2946
CLODIP_2_CD10890	minus_peak_22738	2015
CLODIP_2_CD16309	minus_peak_20564	3040
CLODIP_2_CD12919	plus_peak_21082	720
CLODIP_2_CD09636	plus_peak_27511	448
CLODIP_2_CD02742	minus_peak_12836	2167
CLODIP_2_CD02858	minus_peak_27278	1254
CLODIP_2_CD16173	plus_peak_8803	362
CLODIP_2_CD08812	minus_peak_1730	981
CLODIP_2_CD03576	plus_peak_7124	161
CLODIP_2_CD05220	plus_peak_385	3183
CLODIP_2_CD10472	minus_peak_25163	296
CLODIP_2_CD08707	plus_peak_35409	776
CLODIP_2_CD12866	plus_peak_17604	808
CLODIP_2_CD10271	minus_peak_32357	58
CLODIP_2_CD10797	plus_peak_35323	634
CLODIP_2_CD12420	plus_peak_7372	3365
CLODIP_2_CD06712	plus_peak_7933	84
CLODIP_2_CD13575	plus_peak_16114	1296
CLODIP_2_CD03627	minus_peak_7300	3298
CLODIP_2_CD02271	minus_peak_5755	2323
CLODIP_2_CD03316	plus_peak_2226	28
CLODIP_2_CD06123	plus_peak_7958	1734
CLODIP_2_CD09599	minus_peak_24303	3205
CLODIP_2_CD06696	plus_peak_7692	2415
CLODIP_2_CD06622	minus_peak_8930	186
CLODIP_2_CD02622	plus_peak_13766	330
CLODIP_2_CD00877	plus_peak_12435	144
CLODIP_2_CD02722	plus_peak_12565	2927
CLODIP_2_CD15179	minus_peak_19219	1714
CLODIP_2_CD06567	minus_peak_8779	361
CLODIP_2_CD08179	minus_peak_15187	174
CLODIP_2_CD07505	minus_peak_10359	2892
CLODIP_2_CD01464	plus_peak_9137	629
CLODIP_2_CD06916	plus_peak_6105	467
CLODIP_2_CD02658	minus_peak_14131	132
CLODIP_2_CD06970	minus_peak_6313	806
CLODIP_2_CD09259	minus_peak_7126	217
CLODIP_2_CD06894	minus_peak_6370	1851
CLODIP_2_CD05337	plus_peak_700	383
CLODIP_2_CD00238	minus_peak_14790	2805
CLODIP_2_CD12070	plus_peak_26178	361
CLODIP_2_CD02322	minus_peak_16091	851
CLODIP_2_CD13814	minus_peak_20115	44
CLODIP_2_CD01825	minus_peak_3870	1759
CLODIP_2_CD10546	minus_peak_25467	1646
CLODIP_2_CD07356	plus_peak_33537	2292
CLODIP_2_CD13731	minus_peak_22475	3278
CLODIP_2_CD00704	plus_peak_30976	394
CLODIP_2_CD01116	plus_peak_33024	2249
CLODIP_2_CD09137	minus_peak_23299	2694
CLODIP_2_CD04131	plus_peak_26323	837
CLODIP_2_CD08556	minus_peak_15961	962
CLODIP_2_CD05061	minus_peak_4286	26
CLODIP_2_CD15959	plus_peak_9654	1028
CLODIP_2_CD14791	minus_peak_5403	152
