LOC131806211,X
LOC105261523,X
LOC131803097,X
LOC131800838,X
LOC131806283,X
LOC131806321,X
LOC131800849,X
LOC131806374,X
LOC101889466,X
LOC131800919,X
LOC131803099,X
LOC101889293,CG34293
LOC131806485,X
LOC101901479,CG42813
LOC131801045,X
LOC131801073,X
LOC101901701,Pdhb
LOC131806563,X
LOC131806573,X
LOC131806604,X
LOC101888081,CG8043
LOC101889134,Tmtc4
LOC131806643,X
LOC131806668,X
LOC101889487,X
LOC101888434,X
LOC131801099,X
LOC101888776,aux
LOC131806781,X
LOC131806802,X
LOC131801128,X
LOC131801155,X
LOC131806921,X
LOC101890450,X
LOC101890275,X
LOC101895290,X
LOC101894959,Nepl15
LOC131806820,X
LOC131806942,X
LOC101891119,X
LOC131801191,X
LOC105261869,X
LOC131803106,X
LOC131800602,X
LOC131803107,X
LOC131801228,X
LOC131801235,X
LOC131801248,X
LOC101896090,X
LOC131801260,X
LOC131801276,X
LOC101889042,X
LOC131803111,X
LOC109613509,X
LOC101889394,X
LOC131807062,X
LOC131807003,X
LOC101889218,X
LOC101899910,klg
LOC109612032,X
LOC101899578,X
LOC101899737,X
LOC131801401,X
LOC101896766,Nha2
LOC109612844,X
LOC101893009,X
LOC101892839,X
LOC101892661,X
LOC109612003,X
LOC105261598,X
LOC101893190,X
LOC101894146,X
LOC131807150,X
LOC131800318,X
LOC101893852,X
LOC101893688,X
LOC101894318,X
LOC109611999,X
LOC109612001,X
LOC101894025,X
LOC105261599,X
LOC101893141,X
LOC101893311,X
LOC101890942,CG17121
LOC109612478,X
LOC101891116,X
LOC109612477,X
LOC101893480,CG11668
LOC101893645,X
LOC101893809,X
LOC101894161,X
LOC105261772,CG45122
LOC101891466,Hsc70-2
LOC105261773,X
LOC101891647,X
LOC101891818,CG5180
LOC101891990,kri
LOC101892163,DPCoAC
LOC101895093,X
LOC105262321,X
LOC101893288,X
LOC101898519,CG10877
LOC101894069,Polr3C
LOC101893731,CG10175
LOC101891310,CG5880
LOC109613820,X
LOC101891487,ohgt
LOC101892703,X
LOC101889614,CG1750
LOC101889447,mRpL32
LOC101893381,qless
LOC101892239,X
LOC105262343,Vha36-2
LOC101888329,X
LOC101891062,X
LOC101891235,X
LOC131800607,X
LOC131803125,X
LOC101893102,X
LOC101891614,X
LOC101893667,X
LOC101893500,Nup98-96
LOC131800609,X
LOC101891400,mbc
LOC131800612,X
LOC101891226,CG33111
LOC101890484,X
LOC131800614,X
LOC101890312,CG34355
LOC131803312,X
LOC101889032,Pli
LOC101900966,TfIIA-S
LOC101901142,red
LOC101901754,IFT54
LOC101901422,su(Hw)
LOC101901587,CG5196
LOC101887289,Mical
LOC101894343,CG3909
LOC101894609,CG11722
LOC101894767,wts
LOC101895094,Gk1
LOC101894931,NitFhit
LOC101895267,CG5611
LOC101895437,X
LOC131800634,X
LOC131800632,X
LOC101895208,X
LOC101895380,dsd
LOC101896021,X
LOC101895557,X
LOC101895846,wdb
LOC101896354,X
TRNAE-UUC,X
LOC131803128,X
TRNAE-UUC_1,X
LOC101892053,X
LOC101892398,X
LOC101892226,X
LOC131800676,X
LOC131800655,X
LOC109612928,X
LOC109611911,X
LOC131800677,X
LOC101898439,pit
LOC109612927,X
LOC101898612,X
LOC101898788,X
LOC131800692,X
LOC101887344,Srlp
LOC101887512,Desat1
LOC101887803,Desat2
LOC101901738,ems
LOC101887946,X
LOC101901351,Rift
LOC101887782,X
LOC101901178,X
LOC101901003,CG42233
LOC109611908,X
LOC101887440,X
LOC101900830,Acf
LOC101900651,X
LOC101900475,RPA2
LOC101900308,Ssadh
LOC101899788,X
LOC101887616,X
LOC101899623,Naa40
LOC101899463,Pcd
LOC105261549,X
LOC101899286,CG15506
LOC101887971,Obp99b
LOC101888142,dmrt99B
LOC101890459,X
LOC131801912,X
LOC131801936,X
LOC105262425,X
LOC101897433,X
LOC131801978,X
LOC101896730,X
LOC131802000,X
LOC131802028,X
LOC101896552,X
LOC101897820,X
LOC101896593,X
LOC131800807,X
LOC101897646,X
LOC131803134,X
LOC101897476,X
LOC101897304,X
LOC131803142,X
LOC131802082,X
LOC101897122,X
LOC131802102,X
LOC101887762,X
LOC101901715,X
LOC101887598,ppk30
LOC101887421,ppk20
LOC109613753,X
LOC109613752,X
LOC101898915,X
LOC101898747,X
LOC101901491,X
LOC101894763,Dop1R2
LOC101887758,CG1907
LOC131803160,X
LOC101895389,X
LOC101895568,CG7568
LOC109613465,X
LOC131800824,X
LOC101894991,alph
LOC101898943,Dr
LOC131803162,X
LOC101890882,Trc8
LOC101894783,X
LOC131800836,X
LOC101897989,X
LOC101888907,Gpdh1
LOC101889321,CAH8
LOC101892824,X
LOC131803164,X
LOC105261910,X
LOC101900587,X
LOC109612968,X
LOC101900943,X
LOC101896365,Npc2d
LOC101894188,Npc2c
LOC101896508,X
LOC101896690,Alp13
LOC101895535,X
LOC109614489,X
LOC101895649,Fmr1
LOC101897038,CAH7
LOC101897215,X
LOC131802300,X
LOC101896001,X
LOC101895824,CG31267
LOC101894894,X
LOC101896160,CG17475
LOC101897736,X
LOC105261555,X
LOC101896331,CG17477
LOC101894339,cher
TRNAK-CUU,X
LOC131800876,X
LOC101895672,X
LOC101895492,PGS1
LOC105261998,X
LOC101895940,Ets97D
LOC131800886,X
LOC131800892,X
LOC131800909,X
LOC101897439,X
LOC131800932,X
LOC131800507,X
TRNAQ-UUG,X
TRNAK-CUU_1,X
TRNAQ-UUG_1,X
TRNAQ-UUG_2,X
TRNAQ-UUG_3,X
LOC131800902,X
LOC101896681,CG6330
LOC131800948,X
LOC131800944,X
LOC131800953,X
LOC131800383,X
TRNAK-CUU_2,X
TRNAK-CUU_3,X
TRNAK-CUU_4,X
LOC101887826,X
LOC101895228,X
LOC101895402,X
LOC131800966,X
LOC101896231,HDAC11
LOC105262249,X
LOC105262275,X
LOC101890401,X
LOC131801002,X
LOC131800997,X
LOC101893230,X
LOC101891064,CG7912
LOC101891411,Nph
LOC101891592,Tace
LOC101896833,X
LOC131802455,X
LOC131802477,X
LOC101895744,atl
LOC131801027,X
LOC101897004,phu
LOC131802508,X
LOC101899089,X
LOC101892251,X
LOC101897889,X
LOC105262582,X
LOC101898268,alpha-Man-IIa
LOC101898789,CG6345
LOC101898613,Rrp46
LOC131801093,X
LOC101898090,eIF2Balpha
LOC101897586,X
LOC101898440,Vps13B
LOC131801103,X
LOC131802565,X
LOC101889322,X
LOC131803194,X
LOC131801105,X
LOC131801104,X
LOC109613634,X
LOC101889147,X
LOC131801110,X
LOC131801115,X
LOC101889452,CG7903
LOC101889278,X
LOC131803200,X
LOC131801147,X
LOC101889073,X
LOC131801170,X
LOC101901761,X
LOC105261727,X
LOC101900201,CG5004
LOC131801181,X
LOC101891802,side
LOC131801198,X
LOC131801192,X
LOC101891633,X
LOC131801208,X
LOC101894826,X
LOC101889215,X
LOC101893329,X
LOC105262405,X
LOC101894012,Hmu
LOC101893839,X
LOC101893333,unk
LOC131801220,X
LOC131801221,X
LOC101889971,hh
LOC131802692,X
LOC101890242,Invadolysin
LOC101890416,Burs
LOC101889721,X
LOC101889891,X
LOC101890756,X
LOC101890930,X
LOC101891916,X
LOC101891219,X
LOC101891394,X
LOC101890202,mAChR-B
LOC131803211,X
LOC101888535,CG7910
LOC101888714,CG7900
LOC101888894,puc
LOC101889075,Prim2
LOC101889249,X
LOC101889423,FBXO11
LOC101890043,Arl8
LOC101895855,X
LOC101901586,X
LOC101900788,X
LOC101900965,X
LOC101901141,X
LOC101901310,Best1
LOC101895635,X
LOC101893653,X
LOC101893487,Syn
LOC101893317,Timp
LOC101898333,X
LOC101898158,X
LOC101892418,CG34107
LOC101897982,X
LOC131802763,X
LOC101897647,X
LOC101897305,pont
LOC101897320,X
LOC131801275,X
LOC131801277,X
LOC101900369,X
LOC101900542,X
LOC101898359,X
LOC101900719,jumu
LOC101898877,X
LOC101899058,Bruce
LOC101899227,CG6293
LOC101900896,Cog2
LOC101899408,Hibch
LOC101899679,X
LOC101901077,Muted
LOC101899854,JMJD6
LOC101900022,Sar1
LOC101901246,rdhB
LOC101888437,X
LOC131802795,X
LOC101894007,X
LOC101892245,X
LOC131801336,X
LOC101890091,X
LOC101898525,Coq7
LOC101898231,shf
LOC131801374,X
LOC101892299,X
LOC101897071,mRpL11
LOC101896900,CG8461
LOC101898903,CG5986
LOC101897249,Atg6
LOC101897428,Pisd
LOC101899084,ATPsynE
LOC101897597,X
LOC101897773,Xpd
LOC101897934,X
LOC101899256,X
LOC101898280,X
LOC101898450,X
LOC101898738,X
LOC131801395,X
LOC101891430,X
LOC131801398,X
LOC101895629,X
LOC101894947,BBIP1
LOC101894780,CG8135
LOC101895107,Task7
LOC101895280,X
LOC101895802,X
LOC101892591,X
LOC101888333,CG11504
LOC131801404,X
LOC131801403,X
LOC101888484,X
LOC101888309,X
LOC131801419,X
LOC101887457,beta-PheRS
LOC109612536,X
LOC101888134,ato
LOC131801438,X
LOC101887799,X
LOC101887635,X
LOC101897180,X
LOC131801420,X
LOC101897357,X
LOC101897524,CG13601
LOC101894714,X
LOC109613470,X
LOC101892395,DppIII
LOC101894874,X
LOC101893816,MED6
LOC101893085,Naa80
LOC101892800,CG9471
LOC101895037,X
LOC101895207,X
LOC101893991,RpS29
LOC101895379,CG12947
LOC101894167,X
LOC101894389,MtnA
LOC105261927,X
LOC101889657,X
LOC105262475,X
LOC131803027,X
LOC131803041,X
LOC101893144,hth
LOC131803243,X
LOC131803054,X
LOC101899135,X
LOC101895241,X
LOC131801547,X
LOC131801545,X
LOC131803091,X
LOC101894905,MtnF
LOC131803141,X
LOC131803103,X
LOC101896274,X
LOC101896446,X
LOC101896808,X
LOC101896626,Spps
LOC101894082,X
LOC101895416,X
LOC131801565,X
LOC131801556,X
LOC101893631,Inx3
LOC109611831,X
LOC131801615,X
LOC131801606,X
LOC101895769,CG9667
LOC131801634,X
LOC101892775,CG8516
LOC131803309,X
LOC131803250,X
LOC131801638,X
LOC101899248,Octbeta2R
LOC131801656,X
LOC131801680,X
LOC101896113,CG6204
LOC101893794,spg
LOC131800487,X
LOC131803253,X
LOC101893345,RPA1
LOC109611830,X
LOC101895946,X
LOC131801719,X
LOC101893066,CG9467
LOC131801694,X
LOC101892603,CG14285
LOC101895595,Octbeta3R
LOC101890558,Hug
LOC109612869,X
LOC131800525,X
LOC131801731,X
LOC131803283,X
LOC101894377,CG11674
LOC101894204,X
LOC101893693,Vha55
LOC101893524,X
LOC101893355,mRpL12
LOC101894028,X
LOC109612108,X
LOC101893073,CG5346
LOC101893856,Octbeta1R
LOC101891344,CCT1
LOC101891522,CG5376
LOC101891699,Pfdn5
LOC101891868,CG10340
LOC101892043,CG31106
LOC101892218,NPF
LOC101892386,CG10345
LOC101892725,CG14892
LOC105261665,Scp2
LOC131801823,X
LOC101888293,CG14903
LOC101888466,CG42342
LOC101899290,Gr89a
LOC101899465,Cad89D
LOC109612013,X
LOC101899624,X
LOC101897094,X
LOC101897277,X
LOC101897452,X
LOC101899791,X
LOC101897621,X
LOC101899966,X
LOC101897797,GstD11
LOC101900138,X
LOC101897962,CG33098
LOC105261604,X
LOC101898132,X
LOC101898308,X
LOC101900313,X
LOC101898478,X
LOC101898775,X
LOC101898942,X
LOC131801871,X
LOC101899118,X
LOC101900658,X
LOC101900837,DNAlig3
LOC101900432,Men-b
LOC101898786,X
LOC101900608,PolQ
LOC101899238,CG7706
LOC101898955,CG1789
LOC101900793,l(1)G0020
LOC101899420,ChT
LOC101899589,X
LOC101899750,X
LOC101900968,X
LOC131803302,X
LOC131803304,X
LOC131803305,X
LOC131803310,X
LOC101899923,X
LOC101900093,X
LOC101901637,X
LOC101900269,X
LOC101889588,VAChT
LOC101889931,ChAT
LOC101889759,X
LOC105261455,X
TRNAR-UCG,X
TRNAR-UCG_1,X
TRNAR-UCG_2,X
TRNAR-UCG_3,X
TRNAR-UCG_4,X
LOC101888024,X
LOC101888375,X
LOC101888780,gw
LOC101889140,X
LOC101888957,CG5500
LOC101889316,Rb97D
LOC101895798,SPARC
LOC101895971,His2Av
LOC101896134,ball
LOC101896305,X
LOC101896481,X
LOC101891253,Tl
LOC101893726,X
LOC101899017,X
LOC131801968,X
LOC109612779,X
LOC101887851,X
LOC105261951,X
LOC101891208,X
LOC101890863,X
LOC101891037,X
LOC101890568,sp3
LOC131801979,X
LOC131801980,X
LOC101895624,X
LOC131800429,X
LOC131803576,X
LOC101888211,Hmx
LOC101892084,X
LOC101891909,SF1
LOC101891739,Ent2
LOC101891266,l(3)07882
LOC101891566,P5cr-2
LOC101892770,X
LOC101891095,CG5823
LOC101892598,X
LOC101890919,Eh
LOC101892428,cysu
LOC101889905,X
LOC101890073,X
LOC131802006,X
LOC131802014,X
LOC105262081,X
LOC131802008,X
LOC101890745,CG14331
LOC101889736,CG45011
LOC101897194,X
LOC101897373,X
LOC101897488,X
LOC101897660,X
LOC131802019,X
LOC131802020,X
LOC131803685,X
LOC101887706,X
LOC131803699,X
LOC131803711,X
LOC131803721,X
LOC105262393,X
LOC101887868,X
LOC105262394,X
LOC101898344,Sur-8
LOC101898521,CREG
LOC101898692,Cdk8
LOC101888038,X
LOC101901825,CG17141
LOC101898857,HP1c
LOC101887366,Pbp45
LOC101888221,X
LOC131802055,X
LOC131802059,X
LOC101899037,CG6013
LOC101899207,Prp18
LOC101899388,P5cr
LOC101899769,Cad99C
LOC131803790,X
LOC101899942,X
LOC131803844,X
LOC101900116,X
LOC101888388,X
LOC101900288,X
LOC109614125,X
LOC101888556,X
LOC101900451,X
LOC101901279,Atg16
LOC131802087,X
LOC101901112,CG17292
LOC101900934,X
LOC101900629,X
LOC105262395,X
LOC101901658,X
LOC101888735,CG34425
LOC101896863,X
LOC109611626,X
LOC101889361,Bicra
LOC101889535,alpha-Man-Ib
LOC131804019,X
LOC101889983,X
LOC131802109,X
LOC131804028,X
LOC101891008,X
LOC131802112,X
LOC101891350,X
LOC101890317,X
LOC131802122,X
LOC131802124,X
LOC131802126,X
LOC131804061,X
LOC131804070,X
LOC101888061,X
LOC101890305,X
LOC131804106,X
LOC131804128,X
LOC101887561,CG9747
LOC101887218,CG15531
LOC101887389,CG9743
LOC109611942,X
LOC109611941,X
LOC101901682,RpS7
LOC131803314,X
LOC131803315,X
LOC131804188,X
LOC101889801,X
LOC131802507,X
LOC131802137,X
LOC101889296,X
LOC101889469,X
LOC131804224,X
LOC131804248,X
LOC101888936,X
LOC131804296,X
LOC109611944,X
LOC131804327,X
LOC105261568,X
LOC105261567,X
LOC131804367,X
LOC131804405,X
LOC101889975,X
LOC105261564,X
LOC101889233,Doa
LOC101889688,Gip
LOC101890657,X
LOC101900656,CG33203
LOC101890832,X
LOC101893548,X
LOC131800541,X
LOC131803077,X
LOC101887390,X
LOC101887220,X
LOC105261587,X
LOC101899790,X
LOC101899965,X
LOC101900137,Nepl19
LOC101900312,X
LOC101900835,X
LOC101900480,Nepl17
LOC101899520,CG7601
LOC101899345,CLS
LOC101899167,CIA30
LOC101898598,Gnpnat
LOC101898774,Wdr24
LOC101898423,IntS11
LOC101901683,CG7099
LOC101898130,yata
LOC101901517,X
LOC109611978,X
LOC109611617,X
LOC101901353,sro
LOC101897337,CG5382
LOC101896984,Polr3F
LOC101901182,X
LOC101897160,Rpt2
LOC101896509,Srp14
LOC101896691,Dcr-1
LOC131802206,X
LOC101899333,X
LOC101889716,twf
LOC101889886,140up
LOC101890053,Polr2B
LOC101890210,X
LOC101896361,Dop1R1
LOC101888313,X
LOC101897481,X
LOC101897130,X
LOC101897312,X
LOC131802213,X
LOC101889246,X
LOC105261430,X
LOC131800537,X
LOC131804451,X
LOC101889746,X
LOC131802221,X
LOC131802219,X
LOC131802222,X
LOC101890703,Rsph4a
LOC101890531,Srr
LOC131802228,X
LOC131802229,X
LOC101892481,X
LOC101892313,X
LOC105261597,X
LOC101891973,X
LOC109611997,X
LOC101891800,X
LOC101890587,CG34117
LOC101890417,thoc7
LOC131802234,X
LOC131804585,X
LOC131804617,X
LOC101891630,Ice2
LOC101891449,CG7988
LOC131804652,X
LOC131802235,X
LOC101891274,X
LOC101891103,X
CYP12A2,X
LOC101889684,X
LOC101889524,X
LOC101890931,X
CYP12A1,X
LOC101896195,X
LOC101896548,Ppcs
LOC101896371,L2HGDH
LOC101898625,X
TRNAL-UAA,X
LOC101898802,X
LOC131802248,X
LOC101896902,SerRS
LOC101897073,X
LOC131802249,X
LOC131803951,X
TRNAL-UAA_1,X
TRNAL-UAA_2,X
TRNAL-UAA_3,X
TRNAL-UAA_4,X
TRNAL-UAA_5,X
TRNAL-UAA_6,X
TRNAL-UAA_7,X
LOC101897777,CG13409
LOC101897938,CG6015
LOC131802252,X
LOC131802255,X
LOC101898105,X
LOC101898283,X
LOC101899151,X
LOC101899324,X
LOC101899860,X
LOC131802299,X
LOC109612469,X
LOC131802291,X
LOC101897289,CG31019
LOC131802263,X
LOC131802262,X
LOC101893700,CG9702
LOC101894270,tmod
LOC131802296,X
LOC101893987,X
LOC131802273,X
LOC101895255,jdp
LOC101898831,CG9698
LOC101899183,X
LOC101899362,X
LOC101899536,X
LOC101899692,X
LOC101899865,CG31371
LOC105261823,PH4alphaNE1
LOC109612627,X
LOC105261822,X
